issue_id,risk_level,trial_blocker,issue_type,cost_item_id,related_item_ids,status,source,item_name,spec,unit,price,quote_usage_count,latest_quote_used_at,evidence,suggested_action,owner,done,notes
BIZ2T-0076,low,no,similar_active_items,55,"55,71",active,imported,天花成品木饰面安装,"1、排版弹线、免钉胶粘贴、射钉固定
2、预留孔洞等",㎡,40.9091,0,,"{""left"": {""category"": ""第三章、天棚工程"", ""client_auxiliary_material_price"": 8.0, ""client_labor_price"": 42.0, ""client_main_material_price"": null, ""client_tax_excluded_price"": 55.0, ""crew_benchmark_price"": 45.0, ""id"": 55, ""item_name"": ""天花成品木饰面安装"", ""notes"": ""编号: 3-25\n计算规则: 按实做面层面积计算\n工作内容: 1、排版弹线、免钉胶粘贴、射钉固定\n2、预留孔洞等"", ""price"": 40.9091, ""source"": ""imported"", ""spec"": ""1、排版弹线、免钉胶粘贴、射钉固定\n2、预留孔洞等"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 6.54545, ""subcontract_composite_price"": 40.9091, ""subcontract_labor_price"": 34.3636, ""subcontract_main_material_price"": 0.0, ""unit"": ""㎡""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 8.0, ""client_labor_price"": 36.0, ""client_main_material_price"": null, ""client_tax_excluded_price"": 48.0, ""crew_benchmark_price"": 35.0, ""id"": 71, ""item_name"": ""成品木饰面安装"", ""notes"": ""编号: 4-7\n计算规则: 按实做面层面积计算\n工作内容: 1、排版弹线、免钉胶粘贴、射钉固定\n2、预留孔洞等"", ""price"": 32.0833, ""source"": ""imported"", ""spec"": ""1、排版弹线、免钉胶粘贴、射钉固定\n2、预留孔洞等"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 5.83333, ""subcontract_composite_price"": 32.0833, ""subcontract_labor_price"": 26.25, ""subcontract_main_material_price"": 0.0, ""unit"": ""㎡""}, ""similarity"": 0.9}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0077,low,no,similar_active_items,61,"61,63",active,imported,天花单向铝格栅吊顶（1.0mm）,"1、卡式主骨/U型50系列轻钢龙骨、50付骨、接头、吊杆
2、面层材料：规格100*40mm*1.0mm厚（竖向）间距110mm
3、安装固定等所有辅材",㎡,172.688,0,,"{""left"": {""category"": ""第三章、天棚工程"", ""client_auxiliary_material_price"": 5.0, ""client_labor_price"": 18.144, ""client_main_material_price"": 145.0, ""client_tax_excluded_price"": 185.0, ""crew_benchmark_price"": 190.0, ""id"": 61, ""item_name"": ""天花单向铝格栅吊顶（1.0mm）"", ""notes"": ""编号: 3-31\n计算规则: 按实做面层面积计算\n工作内容: 1、基层清理\n2、安装龙骨\n3、基层板铺贴\n4、面层铺贴\n5、刷防护材料\n对甲备注: 当铝格栅规格厚度相同、间距不同时，材料费按24元/米换算；\n当铝格栅规格厚度不同时，材料费需按市场价格水平根据不同间距进行换算"", ""price"": 172.688, ""source"": ""imported"", ""spec"": ""1、卡式主骨/U型50系列轻钢龙骨、50付骨、接头、吊杆\n2、面层材料：规格100*40mm*1.0mm厚（竖向）间距110mm\n3、安装固定等所有辅材"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 5.13514, ""subcontract_composite_price"": 172.688, ""subcontract_labor_price"": 18.6344, ""subcontract_main_material_price"": 148.919, ""unit"": ""㎡""}, ""right"": {""category"": ""第三章、天棚工程"", ""client_auxiliary_material_price"": 5.0, ""client_labor_price"": 18.144, ""client_main_material_price"": 131.0, ""client_tax_excluded_price"": 170.0, ""crew_benchmark_price"": 150.0, ""id"": 63, ""item_name"": ""天花单向铝格栅吊顶（1.0mm）"", ""notes"": ""编号: 3-33\n计算规则: 按实做面层面积计算\n工作内容: 1、基层清理\n2、安装龙骨\n3、基层板铺贴\n4、面层铺贴\n5、刷防护材料\n对甲备注: 当铝格栅规格厚度相同、间距不同时，材料费按26元/米换算；\n当铝格栅规格厚度不同时，材料费需按市场价格水平根据不同间距进行换算"", ""price"": 136.009, ""source"": ""imported"", ""spec"": ""1、卡式主骨/U型50系列轻钢龙骨、50付骨、接头、吊杆\n2、面层材料：规格130*70mm*1.0mm厚（竖向）间距120mm\n3、安装固定等所有辅材"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 4.41177, ""subcontract_composite_price"": 136.009, ""subcontract_labor_price"": 16.0094, ""subcontract_main_material_price"": 115.588, ""unit"": ""㎡""}, ""similarity"": 1.0}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0078,low,no,similar_active_items,62,"62,64",active,imported,天花单向铝格栅吊顶（0.8mm）,"1、卡式主骨/U型50系列轻钢龙骨、50付骨、接头、吊杆
2、面层材料：规格100*40mm*0.8mm厚（竖向）间距110mm
3、安装固定等所有辅材",㎡,154.508,0,,"{""left"": {""category"": ""第三章、天棚工程"", ""client_auxiliary_material_price"": 5.0, ""client_labor_price"": 18.144, ""client_main_material_price"": 135.0, ""client_tax_excluded_price"": 174.0, ""crew_benchmark_price"": 170.0, ""id"": 62, ""item_name"": ""天花单向铝格栅吊顶（0.8mm）"", ""notes"": ""编号: 3-32\n计算规则: 按实做面层面积计算\n工作内容: 1、基层清理\n2、安装龙骨\n3、基层板铺贴\n4、面层铺贴\n5、刷防护材料\n对甲备注: 当铝格栅规格厚度相同、间距不同时，材料费按21元/米换算；\n当铝格栅规格厚度不同时，材料费需按市场价格水平根据不同间距进行换算"", ""price"": 154.508, ""source"": ""imported"", ""spec"": ""1、卡式主骨/U型50系列轻钢龙骨、50付骨、接头、吊杆\n2、面层材料：规格100*40mm*0.8mm厚（竖向）间距110mm\n3、安装固定等所有辅材"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 4.88506, ""subcontract_composite_price"": 154.508, ""subcontract_labor_price"": 17.7269, ""subcontract_main_material_price"": 131.897, ""unit"": ""㎡""}, ""right"": {""category"": ""第三章、天棚工程"", ""client_auxiliary_material_price"": 5.0, ""client_labor_price"": 18.144, ""client_main_material_price"": 120.0, ""client_tax_excluded_price"": 157.0, ""crew_benchmark_price"": 140.0, ""id"": 64, ""item_name"": ""天花单向铝格栅吊顶（0.8mm）"", ""notes"": ""编号: 3-34\n计算规则: 按实做面层面积计算\n工作内容: 1、基层清理\n2、安装龙骨\n3、基层板铺贴\n4、面层铺贴\n5、刷防护材料\n对甲备注: 当铝格栅规格厚度相同、间距不同时，材料费按23元/米换算；\n当铝格栅规格厚度不同时，材料费需按市场价格水平根据不同间距进行换算"", ""price"": 127.644, ""source"": ""imported"", ""spec"": ""1、卡式主骨/U型50系列轻钢龙骨、50付骨、接头、吊杆\n2、面层材料：规格130*70mm*0.8mm厚（竖向）间距120mm\n3、安装固定等所有辅材"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 4.4586, ""subcontract_composite_price"": 127.644, ""subcontract_labor_price"": 16.1794, ""subcontract_main_material_price"": 107.006, ""unit"": ""㎡""}, ""similarity"": 1.0}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0079,low,no,similar_active_items,65,"65,66",active,imported,实木收口木饰面地脚线,"1、100mm高内
2、底层防潮，九厘板基层贴饰面板实木压条打磨刷清漆",m,23.0528,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 1.5, ""client_labor_price"": 16.5088, ""client_main_material_price"": 10.5767, ""client_tax_excluded_price"": 31.0, ""crew_benchmark_price"": 25.0, ""id"": 65, ""item_name"": ""实木收口木饰面地脚线"", ""notes"": ""编号: 4-1\n计算规则: 按延长米计\n工作内容: 清理基层、铺防潮层，安装九厘板基层贴饰面板实木压条、清扫净面"", ""price"": 23.0528, ""source"": ""imported"", ""spec"": ""1、100mm高内\n2、底层防潮，九厘板基层贴饰面板实木压条打磨刷清漆"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 1.20968, ""subcontract_composite_price"": 23.0528, ""subcontract_labor_price"": 13.3135, ""subcontract_main_material_price"": 8.52958, ""unit"": ""m""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 1.5, ""client_labor_price"": 16.5088, ""client_main_material_price"": 0.0, ""client_tax_excluded_price"": 20.0, ""crew_benchmark_price"": 15.0, ""id"": 66, ""item_name"": ""实木收口木饰面地脚线"", ""notes"": ""编号: 4-2\n计算规则: 按延长米计\n工作内容: 清理基层、铺防潮层，安装九厘板基层贴饰面板实木压条、清扫净面\n对甲备注: 实木脚线甲供"", ""price"": 13.5066, ""source"": ""imported"", ""spec"": ""1、100mm高内\n2、底层防潮，九厘板基层打底；\n3、安装甲供实木脚线"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 1.125, ""subcontract_composite_price"": 13.5066, ""subcontract_labor_price"": 12.3816, ""subcontract_main_material_price"": 0.0, ""unit"": ""m""}, ""similarity"": 1.0}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0080,low,no,similar_active_items,76,"76,77",active,imported,夹板基层0.8厚304＃不锈钢饰面（含防潮层）,"1、底层防潮，9厘板基层
2、贴304不锈钢板0.8mm厚
3、需刨坑折90度角的费用另计",㎡,236.236,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 27.0, ""client_labor_price"": 63.184, ""client_main_material_price"": 218.74, ""client_tax_excluded_price"": 340.0, ""crew_benchmark_price"": 260.0, ""id"": 76, ""item_name"": ""夹板基层0.8厚304＃不锈钢饰面（含防潮层）"", ""notes"": ""编号: 4-12\n计算规则: 按实做面层面积计算\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 236.236, ""source"": ""imported"", ""spec"": ""1、底层防潮，9厘板基层\n2、贴304不锈钢板0.8mm厚\n3、需刨坑折90度角的费用另计"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 20.6471, ""subcontract_composite_price"": 236.236, ""subcontract_labor_price"": 48.3172, ""subcontract_main_material_price"": 167.272, ""unit"": ""㎡""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 28.0, ""client_labor_price"": 63.536, ""client_main_material_price"": 246.96, ""client_tax_excluded_price"": 372.0, ""crew_benchmark_price"": 270.0, ""id"": 77, ""item_name"": ""夹板基层1.0厚304＃不锈钢饰面（含防潮层）"", ""notes"": ""编号: 4-13\n计算规则: 按实做面层面积计算\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 245.683, ""source"": ""imported"", ""spec"": ""1、底层防潮，9厘板基层\n2、贴304不锈钢板1.0mm厚\n3、需刨坑折90度角的费用另计"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 20.3226, ""subcontract_composite_price"": 245.683, ""subcontract_labor_price"": 46.1148, ""subcontract_main_material_price"": 179.245, ""unit"": ""㎡""}, ""similarity"": 0.9136}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0081,low,no,similar_active_items,76,"76,78",active,imported,夹板基层0.8厚304＃不锈钢饰面（含防潮层）,"1、底层防潮，9厘板基层
2、贴304不锈钢板0.8mm厚
3、需刨坑折90度角的费用另计",㎡,236.236,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 27.0, ""client_labor_price"": 63.184, ""client_main_material_price"": 218.74, ""client_tax_excluded_price"": 340.0, ""crew_benchmark_price"": 260.0, ""id"": 76, ""item_name"": ""夹板基层0.8厚304＃不锈钢饰面（含防潮层）"", ""notes"": ""编号: 4-12\n计算规则: 按实做面层面积计算\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 236.236, ""source"": ""imported"", ""spec"": ""1、底层防潮，9厘板基层\n2、贴304不锈钢板0.8mm厚\n3、需刨坑折90度角的费用另计"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 20.6471, ""subcontract_composite_price"": 236.236, ""subcontract_labor_price"": 48.3172, ""subcontract_main_material_price"": 167.272, ""unit"": ""㎡""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 28.0, ""client_labor_price"": 64.24, ""client_main_material_price"": 290.47, ""client_tax_excluded_price"": 421.0, ""crew_benchmark_price"": 330.0, ""id"": 78, ""item_name"": ""夹板基层1.2厚304＃不锈钢饰面（含防潮层）"", ""notes"": ""编号: 4-14\n计算规则: 按实做面层面积计算\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 299.986, ""source"": ""imported"", ""spec"": ""1、底层防潮，9厘板基层\n2、贴304不锈钢板1.2mm厚\n3、需刨坑折90度角的费用另计"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 21.9477, ""subcontract_composite_price"": 299.986, ""subcontract_labor_price"": 50.3544, ""subcontract_main_material_price"": 227.684, ""unit"": ""㎡""}, ""similarity"": 0.9136}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0082,low,no,similar_active_items,77,"77,78",active,imported,夹板基层1.0厚304＃不锈钢饰面（含防潮层）,"1、底层防潮，9厘板基层
2、贴304不锈钢板1.0mm厚
3、需刨坑折90度角的费用另计",㎡,245.683,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 28.0, ""client_labor_price"": 63.536, ""client_main_material_price"": 246.96, ""client_tax_excluded_price"": 372.0, ""crew_benchmark_price"": 270.0, ""id"": 77, ""item_name"": ""夹板基层1.0厚304＃不锈钢饰面（含防潮层）"", ""notes"": ""编号: 4-13\n计算规则: 按实做面层面积计算\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 245.683, ""source"": ""imported"", ""spec"": ""1、底层防潮，9厘板基层\n2、贴304不锈钢板1.0mm厚\n3、需刨坑折90度角的费用另计"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 20.3226, ""subcontract_composite_price"": 245.683, ""subcontract_labor_price"": 46.1148, ""subcontract_main_material_price"": 179.245, ""unit"": ""㎡""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 28.0, ""client_labor_price"": 64.24, ""client_main_material_price"": 290.47, ""client_tax_excluded_price"": 421.0, ""crew_benchmark_price"": 330.0, ""id"": 78, ""item_name"": ""夹板基层1.2厚304＃不锈钢饰面（含防潮层）"", ""notes"": ""编号: 4-14\n计算规则: 按实做面层面积计算\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 299.986, ""source"": ""imported"", ""spec"": ""1、底层防潮，9厘板基层\n2、贴304不锈钢板1.2mm厚\n3、需刨坑折90度角的费用另计"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 21.9477, ""subcontract_composite_price"": 299.986, ""subcontract_labor_price"": 50.3544, ""subcontract_main_material_price"": 227.684, ""unit"": ""㎡""}, ""similarity"": 0.9568}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0083,low,no,similar_active_items,77,"77,79",active,imported,夹板基层1.0厚304＃不锈钢饰面（含防潮层）,"1、底层防潮，9厘板基层
2、贴304不锈钢板1.0mm厚
3、需刨坑折90度角的费用另计",㎡,245.683,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 28.0, ""client_labor_price"": 63.536, ""client_main_material_price"": 246.96, ""client_tax_excluded_price"": 372.0, ""crew_benchmark_price"": 270.0, ""id"": 77, ""item_name"": ""夹板基层1.0厚304＃不锈钢饰面（含防潮层）"", ""notes"": ""编号: 4-13\n计算规则: 按实做面层面积计算\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 245.683, ""source"": ""imported"", ""spec"": ""1、底层防潮，9厘板基层\n2、贴304不锈钢板1.0mm厚\n3、需刨坑折90度角的费用另计"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 20.3226, ""subcontract_composite_price"": 245.683, ""subcontract_labor_price"": 46.1148, ""subcontract_main_material_price"": 179.245, ""unit"": ""㎡""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 28.0, ""client_labor_price"": 63.536, ""client_main_material_price"": 321.32, ""client_tax_excluded_price"": 454.0, ""crew_benchmark_price"": 345.0, ""id"": 79, ""item_name"": ""夹板基层1.0厚黑色304＃不锈钢饰面（含防潮层）"", ""notes"": ""编号: 4-15\n计算规则: 按实做面层面积计算\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 313.734, ""source"": ""imported"", ""spec"": ""1、底层防潮，9厘板基层\n2、贴304黑色不锈钢板1.0mm厚\n3、需刨坑折90度角的费用另计"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 21.2775, ""subcontract_composite_price"": 313.734, ""subcontract_labor_price"": 48.2818, ""subcontract_main_material_price"": 244.175, ""unit"": ""㎡""}, ""similarity"": 0.9586}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0084,low,no,similar_active_items,77,"77,80",active,imported,夹板基层1.0厚304＃不锈钢饰面（含防潮层）,"1、底层防潮，9厘板基层
2、贴304不锈钢板1.0mm厚
3、需刨坑折90度角的费用另计",㎡,245.683,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 28.0, ""client_labor_price"": 63.536, ""client_main_material_price"": 246.96, ""client_tax_excluded_price"": 372.0, ""crew_benchmark_price"": 270.0, ""id"": 77, ""item_name"": ""夹板基层1.0厚304＃不锈钢饰面（含防潮层）"", ""notes"": ""编号: 4-13\n计算规则: 按实做面层面积计算\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 245.683, ""source"": ""imported"", ""spec"": ""1、底层防潮，9厘板基层\n2、贴304不锈钢板1.0mm厚\n3、需刨坑折90度角的费用另计"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 20.3226, ""subcontract_composite_price"": 245.683, ""subcontract_labor_price"": 46.1148, ""subcontract_main_material_price"": 179.245, ""unit"": ""㎡""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 28.0, ""client_labor_price"": 62.744, ""client_main_material_price"": 375.81, ""client_tax_excluded_price"": 513.0, ""crew_benchmark_price"": 380.0, ""id"": 80, ""item_name"": ""夹板基层1.2厚黑色304＃不锈钢饰面（含防潮层）"", ""notes"": ""编号: 4-16\n计算规则: 按实做面层面积计算\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 345.596, ""source"": ""imported"", ""spec"": ""1、底层防潮，9厘板基层\n2、贴304黑色不锈钢板1.2mm厚\n3、需刨坑折90度角的费用另计"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 20.7407, ""subcontract_composite_price"": 345.596, ""subcontract_labor_price"": 46.477, ""subcontract_main_material_price"": 278.378, ""unit"": ""㎡""}, ""similarity"": 0.9173}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0085,low,no,similar_active_items,78,"78,79",active,imported,夹板基层1.2厚304＃不锈钢饰面（含防潮层）,"1、底层防潮，9厘板基层
2、贴304不锈钢板1.2mm厚
3、需刨坑折90度角的费用另计",㎡,299.986,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 28.0, ""client_labor_price"": 64.24, ""client_main_material_price"": 290.47, ""client_tax_excluded_price"": 421.0, ""crew_benchmark_price"": 330.0, ""id"": 78, ""item_name"": ""夹板基层1.2厚304＃不锈钢饰面（含防潮层）"", ""notes"": ""编号: 4-14\n计算规则: 按实做面层面积计算\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 299.986, ""source"": ""imported"", ""spec"": ""1、底层防潮，9厘板基层\n2、贴304不锈钢板1.2mm厚\n3、需刨坑折90度角的费用另计"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 21.9477, ""subcontract_composite_price"": 299.986, ""subcontract_labor_price"": 50.3544, ""subcontract_main_material_price"": 227.684, ""unit"": ""㎡""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 28.0, ""client_labor_price"": 63.536, ""client_main_material_price"": 321.32, ""client_tax_excluded_price"": 454.0, ""crew_benchmark_price"": 345.0, ""id"": 79, ""item_name"": ""夹板基层1.0厚黑色304＃不锈钢饰面（含防潮层）"", ""notes"": ""编号: 4-15\n计算规则: 按实做面层面积计算\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 313.734, ""source"": ""imported"", ""spec"": ""1、底层防潮，9厘板基层\n2、贴304黑色不锈钢板1.0mm厚\n3、需刨坑折90度角的费用另计"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 21.2775, ""subcontract_composite_price"": 313.734, ""subcontract_labor_price"": 48.2818, ""subcontract_main_material_price"": 244.175, ""unit"": ""㎡""}, ""similarity"": 0.9173}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0086,low,no,similar_active_items,78,"78,80",active,imported,夹板基层1.2厚304＃不锈钢饰面（含防潮层）,"1、底层防潮，9厘板基层
2、贴304不锈钢板1.2mm厚
3、需刨坑折90度角的费用另计",㎡,299.986,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 28.0, ""client_labor_price"": 64.24, ""client_main_material_price"": 290.47, ""client_tax_excluded_price"": 421.0, ""crew_benchmark_price"": 330.0, ""id"": 78, ""item_name"": ""夹板基层1.2厚304＃不锈钢饰面（含防潮层）"", ""notes"": ""编号: 4-14\n计算规则: 按实做面层面积计算\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 299.986, ""source"": ""imported"", ""spec"": ""1、底层防潮，9厘板基层\n2、贴304不锈钢板1.2mm厚\n3、需刨坑折90度角的费用另计"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 21.9477, ""subcontract_composite_price"": 299.986, ""subcontract_labor_price"": 50.3544, ""subcontract_main_material_price"": 227.684, ""unit"": ""㎡""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 28.0, ""client_labor_price"": 62.744, ""client_main_material_price"": 375.81, ""client_tax_excluded_price"": 513.0, ""crew_benchmark_price"": 380.0, ""id"": 80, ""item_name"": ""夹板基层1.2厚黑色304＃不锈钢饰面（含防潮层）"", ""notes"": ""编号: 4-16\n计算规则: 按实做面层面积计算\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 345.596, ""source"": ""imported"", ""spec"": ""1、底层防潮，9厘板基层\n2、贴304黑色不锈钢板1.2mm厚\n3、需刨坑折90度角的费用另计"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 20.7407, ""subcontract_composite_price"": 345.596, ""subcontract_labor_price"": 46.477, ""subcontract_main_material_price"": 278.378, ""unit"": ""㎡""}, ""similarity"": 0.9586}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
BIZ2T-0087,low,no,similar_active_items,79,"79,80",active,imported,夹板基层1.0厚黑色304＃不锈钢饰面（含防潮层）,"1、底层防潮，9厘板基层
2、贴304黑色不锈钢板1.0mm厚
3、需刨坑折90度角的费用另计",㎡,313.734,0,,"{""left"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 28.0, ""client_labor_price"": 63.536, ""client_main_material_price"": 321.32, ""client_tax_excluded_price"": 454.0, ""crew_benchmark_price"": 345.0, ""id"": 79, ""item_name"": ""夹板基层1.0厚黑色304＃不锈钢饰面（含防潮层）"", ""notes"": ""编号: 4-15\n计算规则: 按实做面层面积计算\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 313.734, ""source"": ""imported"", ""spec"": ""1、底层防潮，9厘板基层\n2、贴304黑色不锈钢板1.0mm厚\n3、需刨坑折90度角的费用另计"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 21.2775, ""subcontract_composite_price"": 313.734, ""subcontract_labor_price"": 48.2818, ""subcontract_main_material_price"": 244.175, ""unit"": ""㎡""}, ""right"": {""category"": ""第四章、墙柱面工程"", ""client_auxiliary_material_price"": 28.0, ""client_labor_price"": 62.744, ""client_main_material_price"": 375.81, ""client_tax_excluded_price"": 513.0, ""crew_benchmark_price"": 380.0, ""id"": 80, ""item_name"": ""夹板基层1.2厚黑色304＃不锈钢饰面（含防潮层）"", ""notes"": ""编号: 4-16\n计算规则: 按实做面层面积计算\n工作内容: 定位、弹线、钉隔离层、清理基层、打胶、粘贴面层、清理净面等"", ""price"": 345.596, ""source"": ""imported"", ""spec"": ""1、底层防潮，9厘板基层\n2、贴304黑色不锈钢板1.2mm厚\n3、需刨坑折90度角的费用另计"", ""status"": ""active"", ""subcategory"": """", ""subcontract_auxiliary_material_price"": 20.7407, ""subcontract_composite_price"": 345.596, ""subcontract_labor_price"": 46.477, ""subcontract_main_material_price"": 278.378, ""unit"": ""㎡""}, ""similarity"": 0.9603}",请人工确认是否为合理拆分，或后续需要合并/补充规格说明。,cost_department,,
